id,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12
2142,37.555079484371696,3.205280832436566,1.583984469694899,11.330131828711655,32.54251144539391,6.581602320219724,5.524091373366193,5.20263249055226,3.288405011077025,3.0097127843416485,14.706292322276411,20.530878557810663,2.889452559689827
3846,28.933095049549145,3.9058605617325495,2.1710014414838996,14.644064631317802,26.406560224362913,9.515009724281589,4.023027075137832,6.528585813159323,4.2023003235801335,2.281440046688657,18.454367398377595,14.86285054416531,3.183573776746989
6177,37.08290341262018,3.25993730639137,1.8876746334219658,12.313556914403222,29.368109135939054,6.5337704568779555,5.0880850015552745,5.913968074885814,3.9250789399636266,2.619015536889517,16.717026130871087,16.87173467195061,3.5123454835613677
11779,24.01132728716233,4.599539350616801,2.102586783146007,17.349263815280278,27.121682659554956,12.231295300004362,2.6643194040419975,5.226405301025588,5.232794404483771,2.9966556959284034,14.773490976184355,9.133299432818287,3.739928655123625
1593,31.40359161813104,2.5439824382039755,0.5332878034980553,14.778941324519726,43.52519815074705,5.2250969493488615,7.100291596627084,4.516120191085189,2.753414672538664,3.3867759759646434,12.765726545790208,16.675741557386868,3.0005278703676277
14748,34.977764812986116,3.386436602872436,2.402716335241674,11.992695370871596,23.98449859137296,6.203860781777349,4.795308033440776,5.601833460191525,4.43269964281099,2.790453796807084,15.834714551890412,13.892499479865489,4.404395642751942
11962,45.65325419226498,3.4645182518649187,2.7551883383506808,8.912319741617114,20.30019111510916,6.668414357294148,5.1625532083760515,4.7506750802864035,3.3538804796336215,3.257947963412437,13.428743349778614,17.12115478991908,3.8681866866588837
3464,22.058128459725253,3.5887058047129905,2.695030334928283,9.20282370642165,20.929008666038726,3.367125494913685,5.033545543558609,5.981632899780942,4.7619769405252255,2.5818509954015143,16.90829443526323,18.878777694166992,4.673672898227141
12335,36.21338707421802,2.3268913146668497,2.4686786456426786,12.418724844308953,23.29500997605478,6.376566331160086,5.975908413865275,3.448337295555772,3.643171059605573,3.973249993780951,9.747422364801352,12.408422290350913,5.053648570776879
8760,33.273700278750475,3.2738252135057886,1.9758413694594985,16.9461453940976,28.44652284858675,11.515133502461667,3.755303250896627,6.033770768908138,4.341763167743852,2.5532145509375423,17.05567266077455,13.103125407728745,3.2761031844954727
7516,40.04361458222406,2.6596721396666956,1.9168980884314963,14.870128223128443,29.062643190206693,6.9350787054668865,4.917316899780888,6.439551192769945,4.512361404161793,2.3303418335248463,18.202693047627882,12.004279485980867,4.240130863240278
